product,day,timestamp,spectral_dev,spectral_slope,spectral_ratio,fwd5,trend_slope
ASH_COATED_OSMIUM,-2,872900,1.123631,-0.158022,0.452159,1.0,
ASH_COATED_OSMIUM,-2,873000,1.117968,-0.15761,0.446812,1.5,
ASH_COATED_OSMIUM,-2,873100,3.947456,-0.156034,0.415613,-4.5,
ASH_COATED_OSMIUM,-2,873200,1.022668,-0.156849,0.411013,0.0,
ASH_COATED_OSMIUM,-2,873300,1.015497,-0.156102,0.40473,3.5,
ASH_COATED_OSMIUM,-2,873400,2.007199,-0.154974,0.392786,-1.0,
ASH_COATED_OSMIUM,-2,873500,2.360679,-0.152814,0.378648,-1.5,
ASH_COATED_OSMIUM,-2,873600,-0.568296,-0.152662,0.378651,1.5,
ASH_COATED_OSMIUM,-2,873700,0.919403,-0.150972,0.371557,-1.0,
ASH_COATED_OSMIUM,-2,873800,4.21366,-0.148015,0.338065,-3.5,
ASH_COATED_OSMIUM,-2,873900,0.643193,-0.147231,0.335974,3.0,
ASH_COATED_OSMIUM,-2,874000,0.599493,-0.146785,0.334367,0.0,
ASH_COATED_OSMIUM,-2,874100,0.637312,-0.146668,0.329326,1.0,
ASH_COATED_OSMIUM,-2,874200,-0.271165,-0.145947,0.327722,2.0,
ASH_COATED_OSMIUM,-2,874300,0.76355,-0.143564,0.320626,0.0,
ASH_COATED_OSMIUM,-2,874400,3.685646,-0.139793,0.292113,-3.0,
ASH_COATED_OSMIUM,-2,874500,0.768255,-0.137033,0.287481,0.0,
ASH_COATED_OSMIUM,-2,874600,1.79209,-0.132684,0.276148,0.0,
ASH_COATED_OSMIUM,-2,874700,1.865504,-0.127838,0.269017,-0.5,
ASH_COATED_OSMIUM,-2,874900,0.741436,-0.120841,0.258652,1.0,
ASH_COATED_OSMIUM,-2,875000,0.857146,-0.11571,0.258652,1.0,
ASH_COATED_OSMIUM,-2,875100,0.856735,-0.108438,0.248166,2.5,
ASH_COATED_OSMIUM,-2,875200,1.821226,-0.100551,0.231397,-1.0,
ASH_COATED_OSMIUM,-2,875300,1.277704,-0.092539,0.21704,0.5,
ASH_COATED_OSMIUM,-2,875400,1.698797,-0.084366,0.198814,0.0,
ASH_COATED_OSMIUM,-2,875500,1.612048,-0.076524,0.1818,-1.0,
ASH_COATED_OSMIUM,-2,875600,2.744441,-0.067788,0.153904,-1.5,
ASH_COATED_OSMIUM,-2,875700,0.308737,-0.064296,0.153904,1.0,
ASH_COATED_OSMIUM,-2,875800,1.231802,-0.059126,0.142678,0.0,
ASH_COATED_OSMIUM,-2,875900,1.013307,-0.053627,0.13268,0.0,
ASH_COATED_OSMIUM,-2,876000,0.009749,-0.050866,0.129948,-0.5,
ASH_COATED_OSMIUM,-2,876100,0.948345,-0.047445,0.12398,0.0,
ASH_COATED_OSMIUM,-2,876200,0.883661,-0.044165,0.118554,-4.0,
ASH_COATED_OSMIUM,-2,876300,0.870541,-0.041305,0.115707,0.0,
ASH_COATED_OSMIUM,-2,876400,0.826865,-0.03796,0.111892,-1.0,
ASH_COATED_OSMIUM,-2,876500,-0.638197,-0.034938,0.111892,0.0,
ASH_COATED_OSMIUM,-2,876600,0.674134,-0.030028,0.108927,0.0,
ASH_COATED_OSMIUM,-2,876700,-3.189016,-0.028002,0.107642,1.0,
ASH_COATED_OSMIUM,-2,876800,0.670554,-0.022843,0.104251,-1.0,
ASH_COATED_OSMIUM,-2,876900,-0.419491,-0.018803,0.105343,1.5,
ASH_COATED_OSMIUM,-2,877000,-0.93116,-0.015544,0.105571,0.5,
ASH_COATED_OSMIUM,-2,877100,0.553556,-0.011928,0.10523,-1.0,
ASH_COATED_OSMIUM,-2,877200,-2.301586,-0.008797,0.10513,2.0,
ASH_COATED_OSMIUM,-2,877300,-0.2984,-0.003186,0.10513,0.0,
ASH_COATED_OSMIUM,-2,877400,1.171408,0.002979,0.103944,1.5,
ASH_COATED_OSMIUM,-2,877500,-0.337658,0.009067,0.103944,0.0,
ASH_COATED_OSMIUM,-2,877600,-0.298328,0.015094,0.105459,0.0,
ASH_COATED_OSMIUM,-2,877700,-0.347666,0.022126,0.105226,1.0,
ASH_COATED_OSMIUM,-2,877800,-0.26701,0.028192,0.109221,0.0,
ASH_COATED_OSMIUM,-2,877900,2.587956,0.036185,0.104288,2.0,
ASH_COATED_OSMIUM,-2,878100,-0.399637,0.042017,0.104773,0.0,
ASH_COATED_OSMIUM,-2,878200,-0.393132,0.047919,0.105118,3.0,
ASH_COATED_OSMIUM,-2,878300,0.498155,0.054289,0.10513,2.5,
ASH_COATED_OSMIUM,-2,878400,-0.533658,0.059025,0.104595,0.0,
ASH_COATED_OSMIUM,-2,878500,4.238954,0.064115,0.101518,-6.0,
ASH_COATED_OSMIUM,-2,878600,-0.717576,0.065379,0.097157,0.0,
ASH_COATED_OSMIUM,-2,878700,2.21521,0.067214,0.097157,-2.0,
ASH_COATED_OSMIUM,-2,878900,2.56519,0.068383,0.09978,-5.0,
ASH_COATED_OSMIUM,-2,879000,-0.974731,0.067133,0.097606,0.0,
ASH_COATED_OSMIUM,-2,879100,-1.957854,0.06476,0.090062,2.0,
ASH_COATED_OSMIUM,-2,879300,-1.020311,0.062457,0.090062,0.5,
ASH_COATED_OSMIUM,-2,879500,-0.07937,0.059059,0.090062,-2.0,
ASH_COATED_OSMIUM,-2,879600,-2.497248,0.053939,0.076535,2.5,
ASH_COATED_OSMIUM,-2,879700,-1.074372,0.049913,0.079292,-1.0,
ASH_COATED_OSMIUM,-2,879800,-0.118913,0.044541,0.079292,0.0,
ASH_COATED_OSMIUM,-2,879900,-0.684543,0.038418,0.082333,-0.5,
ASH_COATED_OSMIUM,-2,880000,-2.160963,0.030844,0.075751,1.0,
ASH_COATED_OSMIUM,-2,880100,-0.184335,0.023372,0.075751,-1.0,
ASH_COATED_OSMIUM,-2,880200,-2.090289,0.014803,0.063877,0.0,
ASH_COATED_OSMIUM,-2,880300,-0.097655,0.007366,0.063877,0.0,
ASH_COATED_OSMIUM,-2,880400,-1.097263,-0.000392,0.063877,0.0,
ASH_COATED_OSMIUM,-2,880500,-1.034225,-0.008614,0.058739,0.0,
ASH_COATED_OSMIUM,-2,880600,-0.90873,-0.016645,0.050395,-1.0,
ASH_COATED_OSMIUM,-2,880700,-1.721622,-0.023836,0.040402,1.0,
ASH_COATED_OSMIUM,-2,880800,0.306874,-0.028495,0.040402,-1.0,
ASH_COATED_OSMIUM,-2,880900,-0.605534,-0.033168,0.038336,0.0,
ASH_COATED_OSMIUM,-2,881000,-0.514114,-0.036995,0.037009,0.0,
ASH_COATED_OSMIUM,-2,881100,-1.447117,-0.039785,0.036438,1.0,
ASH_COATED_OSMIUM,-2,881200,-0.213955,-0.042677,0.03923,0.0,
ASH_COATED_OSMIUM,-2,881300,-0.11692,-0.042611,0.040863,1.0,
ASH_COATED_OSMIUM,-2,881400,0.033748,-0.041818,0.046551,0.5,
ASH_COATED_OSMIUM,-2,881500,0.264158,-0.039925,0.063299,-1.0,
ASH_COATED_OSMIUM,-2,881700,0.353712,-0.03513,0.068952,-2.0,
ASH_COATED_OSMIUM,-2,881800,0.410269,-0.029345,0.071952,-2.0,
ASH_COATED_OSMIUM,-2,881900,1.4332,-0.022931,0.071952,-2.0,
ASH_COATED_OSMIUM,-2,882000,0.976931,-0.016519,0.075401,-4.0,
ASH_COATED_OSMIUM,-2,882100,-0.486035,-0.009821,0.078538,-1.0,
ASH_COATED_OSMIUM,-2,882200,-1.319157,-0.003606,0.099297,-1.0,
ASH_COATED_OSMIUM,-2,882300,-1.159877,0.003993,0.123305,-1.0,
ASH_COATED_OSMIUM,-2,882400,-0.00946,0.012856,0.153068,-2.0,
ASH_COATED_OSMIUM,-2,882500,-2.341688,0.022713,0.180798,0.5,
ASH_COATED_OSMIUM,-2,882600,-1.067822,0.035649,0.164911,0.0,
ASH_COATED_OSMIUM,-2,882700,-2.140212,0.045178,0.162498,0.0,
ASH_COATED_OSMIUM,-2,882800,-2.111566,0.052991,0.171191,-3.0,
ASH_COATED_OSMIUM,-2,883000,-2.117825,0.060683,0.176444,1.0,
ASH_COATED_OSMIUM,-2,883100,-2.021789,0.067237,0.195829,1.0,
ASH_COATED_OSMIUM,-2,883200,-0.987349,0.074408,0.210814,0.0,
ASH_COATED_OSMIUM,-2,883300,-1.905143,0.081067,0.22966,1.0,
ASH_COATED_OSMIUM,-2,883400,-4.665734,0.087138,0.25352,4.0,
ASH_COATED_OSMIUM,-2,883500,-0.625513,0.09584,0.273337,0.0,
ASH_COATED_OSMIUM,-2,883600,-0.566438,0.104198,0.299075,-1.0,
ASH_COATED_OSMIUM,-2,883800,-0.570368,0.112778,0.313573,0.0,
ASH_COATED_OSMIUM,-2,884000,-0.582226,0.120707,0.327739,-3.5,
ASH_COATED_OSMIUM,-2,884100,-0.601287,0.12791,0.340778,0.0,
ASH_COATED_OSMIUM,-2,884200,-0.681452,0.13459,0.345848,-1.0,
ASH_COATED_OSMIUM,-2,884300,-1.712253,0.139649,0.352189,0.0,
ASH_COATED_OSMIUM,-2,884400,-0.747258,0.143854,0.362589,-1.0,
ASH_COATED_OSMIUM,-2,884500,-4.094204,0.146279,0.368374,2.5,
ASH_COATED_OSMIUM,-2,884600,-0.553944,0.150225,0.392612,-1.0,
ASH_COATED_OSMIUM,-2,884700,-1.544927,0.154256,0.403839,1.5,
ASH_COATED_OSMIUM,-2,884800,-1.539632,0.157978,0.415359,0.0,
ASH_COATED_OSMIUM,-2,884900,-1.483069,0.161134,0.433564,-2.5,
ASH_COATED_OSMIUM,-2,885000,-1.238486,0.163599,0.507977,-0.5,
ASH_COATED_OSMIUM,-2,885100,-1.244542,0.169329,0.520352,-2.0,
ASH_COATED_OSMIUM,-2,885200,0.107256,0.175414,0.522622,-5.0,
ASH_COATED_OSMIUM,-2,885300,-1.408662,0.179191,0.53141,-2.0,
ASH_COATED_OSMIUM,-2,885400,-3.791284,0.181956,0.530492,3.5,
ASH_COATED_OSMIUM,-2,885500,-1.787004,0.186205,0.538866,-1.0,
ASH_COATED_OSMIUM,-2,885600,-3.177492,0.189821,0.546332,1.0,
ASH_COATED_OSMIUM,-2,885700,-4.545173,0.194227,0.537371,-1.5,
ASH_COATED_OSMIUM,-2,885800,-3.027784,0.200309,0.538164,1.5,
ASH_COATED_OSMIUM,-2,885900,-0.125896,0.20696,0.546538,-2.0,
ASH_COATED_OSMIUM,-2,886000,-2.592859,0.211873,0.552351,0.5,
ASH_COATED_OSMIUM,-2,886200,-2.092253,0.217091,0.558899,0.5,
ASH_COATED_OSMIUM,-2,886300,-5.90531,0.221239,0.539104,4.0,
ASH_COATED_OSMIUM,-2,886400,-1.47024,0.228203,0.545002,-2.0,
ASH_COATED_OSMIUM,-2,886500,-1.931944,0.233825,0.558545,-5.5,
ASH_COATED_OSMIUM,-2,886600,-1.899421,0.239599,0.572206,-1.0,
ASH_COATED_OSMIUM,-2,886700,-1.454772,0.245836,0.579418,0.0,
ASH_COATED_OSMIUM,-2,886800,-1.988209,0.251135,0.584829,0.0,
ASH_COATED_OSMIUM,-2,886900,-3.280227,0.254624,0.609473,1.5,
ASH_COATED_OSMIUM,-2,887000,-7.02272,0.259524,0.581283,5.5,
ASH_COATED_OSMIUM,-2,887200,-2.518329,0.26773,0.58818,1.0,
ASH_COATED_OSMIUM,-2,887300,-1.049129,0.27571,0.603196,-1.5,
ASH_COATED_OSMIUM,-2,887400,-1.532476,0.28268,0.620953,1.0,
ASH_COATED_OSMIUM,-2,887500,-1.686521,0.290106,0.621932,1.0,
ASH_COATED_OSMIUM,-2,887600,-1.763946,0.295123,0.626918,2.0,
ASH_COATED_OSMIUM,-2,887700,-1.653676,0.297912,0.659874,1.0,
ASH_COATED_OSMIUM,-2,887800,-2.683399,0.301845,0.661581,3.5,
ASH_COATED_OSMIUM,-2,887900,-0.82556,0.305434,0.667285,1.0,
ASH_COATED_OSMIUM,-2,888000,-0.969353,0.307066,0.671627,1.0,
ASH_COATED_OSMIUM,-2,888100,-0.222189,0.30726,0.672556,0.0,
ASH_COATED_OSMIUM,-2,888200,-1.362856,0.303939,0.673469,1.0,
ASH_COATED_OSMIUM,-2,888300,0.083693,0.29836,0.693092,-0.5,
ASH_COATED_OSMIUM,-2,888400,-0.599939,0.292481,0.694428,0.0,
ASH_COATED_OSMIUM,-2,888500,-0.720871,0.284205,0.698163,0.0,
ASH_COATED_OSMIUM,-2,888600,-0.832087,0.274489,0.700891,-2.0,
ASH_COATED_OSMIUM,-2,888700,-0.987031,0.263793,0.7,0.5,
ASH_COATED_OSMIUM,-2,888800,-1.12973,0.251547,0.698194,-4.0,
ASH_COATED_OSMIUM,-2,888900,-1.258872,0.237991,0.695671,-1.0,
ASH_COATED_OSMIUM,-2,889000,-1.318722,0.223123,0.693947,-1.0,
ASH_COATED_OSMIUM,-2,889100,-3.281429,0.207616,0.680041,1.0,
ASH_COATED_OSMIUM,-2,889200,-0.838831,0.193463,0.679619,-2.5,
ASH_COATED_OSMIUM,-2,889300,-5.136034,0.178174,0.648856,2.0,
ASH_COATED_OSMIUM,-2,889500,-2.002654,0.165954,0.651147,1.0,
ASH_COATED_OSMIUM,-2,889600,-1.995887,0.156505,0.645593,-1.0,
ASH_COATED_OSMIUM,-2,889700,-1.925961,0.147771,0.642534,-1.0,
ASH_COATED_OSMIUM,-2,889800,-2.794262,0.140423,0.635012,-1.5,
ASH_COATED_OSMIUM,-2,889900,-2.712196,0.13563,0.626652,1.0,
ASH_COATED_OSMIUM,-2,890000,-0.681863,0.13294,0.628977,-2.0,
ASH_COATED_OSMIUM,-2,890100,-2.54081,0.131069,0.624826,-1.0,
ASH_COATED_OSMIUM,-2,890200,-2.40028,0.131592,0.622385,1.0,
ASH_COATED_OSMIUM,-2,890300,-3.680597,0.134075,0.613412,1.5,
ASH_COATED_OSMIUM,-2,890400,-1.185202,0.140666,0.613013,0.0,
ASH_COATED_OSMIUM,-2,890500,-2.06049,0.14741,0.614852,0.0,
ASH_COATED_OSMIUM,-2,890600,-3.108537,0.156896,0.60679,1.0,
ASH_COATED_OSMIUM,-2,890700,-1.056865,0.166026,0.611871,-1.0,
ASH_COATED_OSMIUM,-2,890800,-2.015324,0.176156,0.610631,0.0,
ASH_COATED_OSMIUM,-2,890900,-1.066711,0.187447,0.610484,-1.0,
ASH_COATED_OSMIUM,-2,891000,-1.992399,0.19781,0.613025,1.0,
ASH_COATED_OSMIUM,-2,891100,-2.093306,0.209756,0.60814,1.0,
ASH_COATED_OSMIUM,-2,891200,-2.095744,0.220135,0.605153,2.5,
ASH_COATED_OSMIUM,-2,891300,-2.026295,0.229884,0.608673,-2.0,
ASH_COATED_OSMIUM,-2,891400,-2.048946,0.240348,0.605942,1.0,
ASH_COATED_OSMIUM,-2,891500,-1.136049,0.250376,0.605842,0.0,
ASH_COATED_OSMIUM,-2,891600,-1.231734,0.258958,0.604933,0.0,
ASH_COATED_OSMIUM,-2,891700,0.083611,0.266292,0.605832,-3.5,
ASH_COATED_OSMIUM,-2,891800,-4.195626,0.269056,0.598028,4.0,
ASH_COATED_OSMIUM,-2,891900,-1.306984,0.27463,0.596039,0.0,
ASH_COATED_OSMIUM,-2,892100,-1.421886,0.278176,0.592292,-1.0,
ASH_COATED_OSMIUM,-2,892200,-1.483529,0.27934,0.590423,-1.0,
ASH_COATED_OSMIUM,-2,892300,-3.49001,0.278603,0.571682,1.0,
ASH_COATED_OSMIUM,-2,892400,-0.385259,0.276219,0.603556,-0.5,
ASH_COATED_OSMIUM,-2,892500,-1.496828,0.274843,0.598037,3.5,
ASH_COATED_OSMIUM,-2,892600,-2.386156,0.270298,0.600712,0.0,
ASH_COATED_OSMIUM,-2,892700,-2.243646,0.265672,0.611901,0.0,
ASH_COATED_OSMIUM,-2,892800,-2.288309,0.262361,0.600934,1.0,
ASH_COATED_OSMIUM,-2,893100,-0.965013,0.25834,0.596851,-4.0,
ASH_COATED_OSMIUM,-2,893200,1.75552,0.252255,0.596112,-4.5,
ASH_COATED_OSMIUM,-2,893300,-2.713562,0.241203,0.577298,0.0,
ASH_COATED_OSMIUM,-2,893400,-2.807867,0.230366,0.559883,0.0,
ASH_COATED_OSMIUM,-2,893500,-1.862442,0.217848,0.546203,-1.0,
ASH_COATED_OSMIUM,-2,893600,-5.157346,0.203086,0.492176,3.5,
ASH_COATED_OSMIUM,-2,893700,-2.603104,0.190668,0.470815,1.0,
ASH_COATED_OSMIUM,-2,893800,-2.618685,0.178854,0.451778,2.0,
ASH_COATED_OSMIUM,-2,893900,-2.512713,0.166149,0.429674,-0.5,
ASH_COATED_OSMIUM,-2,894000,-2.50431,0.15487,0.410875,-0.5,
ASH_COATED_OSMIUM,-2,894100,-1.429985,0.143372,0.396754,-1.0,
ASH_COATED_OSMIUM,-2,894200,-1.399603,0.132891,0.383708,0.0,
ASH_COATED_OSMIUM,-2,894300,-0.413822,0.123067,0.376232,-4.0,
ASH_COATED_OSMIUM,-2,894400,-2.781516,0.112603,0.349488,1.5,
ASH_COATED_OSMIUM,-2,894500,-2.694902,0.103872,0.326214,1.5,
ASH_COATED_OSMIUM,-2,894600,-2.018584,0.095803,0.306232,1.0,
ASH_COATED_OSMIUM,-2,894700,-0.945504,0.090193,0.294923,0.0,
ASH_COATED_OSMIUM,-2,894800,-3.70368,0.084723,0.261288,3.0,
ASH_COATED_OSMIUM,-2,894900,-0.677664,0.082832,0.254182,1.0,
ASH_COATED_OSMIUM,-2,895000,-0.595471,0.081081,0.245953,1.0,
ASH_COATED_OSMIUM,-2,895100,-0.512407,0.080208,0.238515,-0.5,
ASH_COATED_OSMIUM,-2,895200,-0.429283,0.08015,0.231719,1.0,
ASH_COATED_OSMIUM,-2,895300,-0.346829,0.080819,0.225829,2.5,
ASH_COATED_OSMIUM,-2,895400,0.67964,0.082379,0.223639,3.0,
ASH_COATED_OSMIUM,-2,895600,0.704564,0.083925,0.221534,0.0,
ASH_COATED_OSMIUM,-2,895700,-0.635206,0.084679,0.216677,1.5,
ASH_COATED_OSMIUM,-2,895800,0.913832,0.087023,0.217592,1.0,
ASH_COATED_OSMIUM,-2,895900,2.296578,0.090042,0.217597,-1.5,
ASH_COATED_OSMIUM,-2,896000,3.541409,0.091896,0.220121,-3.0,
ASH_COATED_OSMIUM,-2,896100,0.451695,0.089714,0.220121,0.0,
ASH_COATED_OSMIUM,-2,896200,0.420579,0.08554,0.216031,1.0,
ASH_COATED_OSMIUM,-2,896300,1.203445,0.081073,0.231468,-2.0,
ASH_COATED_OSMIUM,-2,896400,0.130534,0.07291,0.231468,1.5,
ASH_COATED_OSMIUM,-2,896500,0.012759,0.063351,0.239483,1.5,
ASH_COATED_OSMIUM,-2,896600,-0.093378,0.051713,0.248109,1.5,
ASH_COATED_OSMIUM,-2,896700,0.759364,0.038409,0.264768,-1.0,
ASH_COATED_OSMIUM,-2,896800,-1.262945,0.022309,0.264768,2.0,
ASH_COATED_OSMIUM,-2,896900,1.1498,0.005619,0.275843,0.0,
ASH_COATED_OSMIUM,-2,897000,1.02606,-0.012321,0.297304,-1.5,
ASH_COATED_OSMIUM,-2,897100,0.757944,-0.031218,0.365481,3.5,
ASH_COATED_OSMIUM,-2,897200,-0.687488,-0.054568,0.365481,1.0,
ASH_COATED_OSMIUM,-2,897300,0.335485,-0.077398,0.373597,0.0,
ASH_COATED_OSMIUM,-2,897400,0.853824,-0.099975,0.384447,0.0,
ASH_COATED_OSMIUM,-2,897500,-0.523476,-0.122699,0.384447,1.0,
ASH_COATED_OSMIUM,-2,897600,4.347085,-0.142683,0.393207,-3.0,
ASH_COATED_OSMIUM,-2,897800,0.457216,-0.164555,0.399152,0.0,
ASH_COATED_OSMIUM,-2,897900,0.532897,-0.18453,0.411809,0.0,
ASH_COATED_OSMIUM,-2,898000,1.154432,-0.203172,0.417465,1.5,
ASH_COATED_OSMIUM,-2,898100,0.628495,-0.218972,0.453381,4.0,
ASH_COATED_OSMIUM,-2,898200,1.754311,-0.234665,0.457227,1.0,
ASH_COATED_OSMIUM,-2,898300,0.893477,-0.248015,0.464065,1.0,
ASH_COATED_OSMIUM,-2,898400,1.043422,-0.258793,0.469281,2.5,
ASH_COATED_OSMIUM,-2,898500,3.092014,-0.26629,0.466617,-2.0,
ASH_COATED_OSMIUM,-2,898600,5.036895,-0.271426,0.450098,-4.0,
ASH_COATED_OSMIUM,-2,898700,3.095421,-0.276223,0.447756,-3.0,
ASH_COATED_OSMIUM,-2,898800,2.293486,-0.279702,0.445346,0.5,
ASH_COATED_OSMIUM,-2,898900,3.82765,-0.279073,0.435504,-2.5,
ASH_COATED_OSMIUM,-2,899000,1.359471,-0.27673,0.446744,3.0,
ASH_COATED_OSMIUM,-2,899100,1.496681,-0.273271,0.446852,1.0,
ASH_COATED_OSMIUM,-2,899200,0.600497,-0.26709,0.452868,1.0,
ASH_COATED_OSMIUM,-2,899300,2.977201,-0.257674,0.45903,-1.5,
ASH_COATED_OSMIUM,-2,899400,1.508664,-0.24916,0.463845,-3.0,
ASH_COATED_OSMIUM,-2,899500,4.530353,-0.239387,0.44383,-3.0,
ASH_COATED_OSMIUM,-2,899600,2.513885,-0.228441,0.441658,0.0,
ASH_COATED_OSMIUM,-2,899700,1.567962,-0.217351,0.440681,2.5,
ASH_COATED_OSMIUM,-2,899800,1.391121,-0.204129,0.467597,1.0,
ASH_COATED_OSMIUM,-2,899900,-1.387496,-0.194171,0.466428,4.0,
ASH_COATED_OSMIUM,-2,900000,1.630123,-0.180891,0.464219,3.5,
ASH_COATED_OSMIUM,-2,900100,2.579479,-0.167053,0.457618,-1.5,
ASH_COATED_OSMIUM,-2,900200,3.960821,-0.153464,0.441503,-2.5,
ASH_COATED_OSMIUM,-2,900300,2.384573,-0.141449,0.438,-1.0,
ASH_COATED_OSMIUM,-2,900400,2.215316,-0.130077,0.442778,-1.0,
ASH_COATED_OSMIUM,-2,900500,4.181268,-0.119043,0.488611,-2.5,
ASH_COATED_OSMIUM,-2,900600,0.106691,-0.115909,0.505691,0.5,
ASH_COATED_OSMIUM,-2,900900,0.584973,-0.114342,0.512447,0.0,
ASH_COATED_OSMIUM,-2,901000,0.535173,-0.113474,0.52308,2.5,
ASH_COATED_OSMIUM,-2,901100,0.485624,-0.113724,0.533855,1.0,
ASH_COATED_OSMIUM,-2,901200,1.38276,-0.114833,0.545119,-0.5,
ASH_COATED_OSMIUM,-2,901300,0.337318,-0.117831,0.557677,0.0,
ASH_COATED_OSMIUM,-2,901400,0.241233,-0.121613,0.58129,1.0,
ASH_COATED_OSMIUM,-2,901500,2.623082,-0.126758,0.582774,-2.5,
ASH_COATED_OSMIUM,-2,901600,1.093761,-0.133952,0.59063,-2.0,
ASH_COATED_OSMIUM,-2,901700,0.654394,-0.14227,0.593173,-0.5,
ASH_COATED_OSMIUM,-2,901800,0.195783,-0.150238,0.600111,0.0,
ASH_COATED_OSMIUM,-2,902000,1.272367,-0.15822,0.599808,-2.0,
ASH_COATED_OSMIUM,-2,902100,0.383736,-0.165793,0.601208,-1.0,
ASH_COATED_OSMIUM,-2,902200,-0.443594,-0.172671,0.601208,1.0,
ASH_COATED_OSMIUM,-2,902300,0.679642,-0.17766,0.601292,0.0,
ASH_COATED_OSMIUM,-2,902400,0.80665,-0.181433,0.600757,0.0,
ASH_COATED_OSMIUM,-2,902500,-0.009186,-0.184163,0.600757,1.0,
ASH_COATED_OSMIUM,-2,902600,0.175809,-0.184996,0.600757,2.5,
ASH_COATED_OSMIUM,-2,902700,1.305015,-0.18363,0.598134,0.0,
ASH_COATED_OSMIUM,-2,902800,1.322072,-0.18033,0.596725,-1.0,
ASH_COATED_OSMIUM,-2,902900,1.472224,-0.177364,0.594758,-1.0,
ASH_COATED_OSMIUM,-2,903000,1.371725,-0.171622,0.60253,-1.0,
ASH_COATED_OSMIUM,-2,903100,2.84836,-0.167121,0.588912,-2.5,
ASH_COATED_OSMIUM,-2,903200,1.402659,-0.163147,0.584386,-1.0,
ASH_COATED_OSMIUM,-2,903300,0.507087,-0.158852,0.583296,0.0,
ASH_COATED_OSMIUM,-2,903400,0.551499,-0.153261,0.58246,0.0,
ASH_COATED_OSMIUM,-2,903500,0.589906,-0.147255,0.581775,0.0,
ASH_COATED_OSMIUM,-2,903600,0.731375,-0.14147,0.581775,-1.0,
ASH_COATED_OSMIUM,-2,903700,0.756439,-0.133912,0.579418,-1.0,
ASH_COATED_OSMIUM,-2,903800,0.773879,-0.126289,0.576375,1.0,
ASH_COATED_OSMIUM,-2,903900,0.701739,-0.118345,0.579061,1.0,
ASH_COATED_OSMIUM,-2,904000,0.759373,-0.112058,0.576269,1.0,
ASH_COATED_OSMIUM,-2,904100,-0.189469,-0.105582,0.57608,1.0,
ASH_COATED_OSMIUM,-2,904200,-0.199547,-0.098771,0.57801,1.0,
ASH_COATED_OSMIUM,-2,904300,1.784135,-0.09253,0.569029,-1.0,
ASH_COATED_OSMIUM,-2,904400,1.707569,-0.086707,0.559734,-1.0,
ASH_COATED_OSMIUM,-2,904700,1.681169,-0.082448,0.551487,-4.0,
ASH_COATED_OSMIUM,-2,904800,0.651359,-0.079039,0.548514,0.5,
ASH_COATED_OSMIUM,-2,904900,0.619039,-0.076529,0.546115,1.0,
ASH_COATED_OSMIUM,-2,905000,0.585141,-0.074951,0.543532,1.0,
ASH_COATED_OSMIUM,-2,905100,0.550608,-0.074315,0.541568,1.0,
ASH_COATED_OSMIUM,-2,905200,-2.319567,-0.075401,0.538767,4.0,
ASH_COATED_OSMIUM,-2,905300,1.173949,-0.075152,0.53314,0.5,
ASH_COATED_OSMIUM,-2,905500,1.640474,-0.075374,0.524166,-2.5,
ASH_COATED_OSMIUM,-2,905600,1.690074,-0.076813,0.520909,-2.0,
ASH_COATED_OSMIUM,-2,905700,1.494995,-0.077042,0.519633,0.0,
ASH_COATED_OSMIUM,-2,905800,1.466482,-0.080335,0.512109,-2.0,
ASH_COATED_OSMIUM,-2,905900,1.441865,-0.084232,0.504131,-1.0,
ASH_COATED_OSMIUM,-2,906100,-0.941654,-0.089269,0.504379,2.0,
ASH_COATED_OSMIUM,-2,906200,-0.45782,-0.092683,0.506266,1.0,
ASH_COATED_OSMIUM,-2,906300,1.584338,-0.096582,0.500393,-1.0,
ASH_COATED_OSMIUM,-2,906400,-0.31535,-0.100312,0.500393,-0.5,
ASH_COATED_OSMIUM,-2,906500,0.678237,-0.102435,0.495531,0.0,
ASH_COATED_OSMIUM,-2,906700,1.146461,-0.104285,0.486655,0.5,
ASH_COATED_OSMIUM,-2,906800,0.643897,-0.106285,0.481591,-1.0,
ASH_COATED_OSMIUM,-2,906900,0.725022,-0.108336,0.478908,-2.0,
ASH_COATED_OSMIUM,-2,907000,-0.44694,-0.110341,0.512057,0.0,
ASH_COATED_OSMIUM,-2,907100,1.051295,-0.107084,0.501486,0.0,
ASH_COATED_OSMIUM,-2,907200,1.991025,-0.103003,0.482683,-1.0,
ASH_COATED_OSMIUM,-2,907300,0.090698,-0.099673,0.482683,1.0,
ASH_COATED_OSMIUM,-2,907400,-0.951287,-0.094076,0.486364,0.5,
ASH_COATED_OSMIUM,-2,907500,-0.389766,-0.088733,0.48447,1.5,
ASH_COATED_OSMIUM,-2,907600,1.083096,-0.081711,0.472378,-2.0,
ASH_COATED_OSMIUM,-2,907700,1.048496,-0.074249,0.459324,0.0,
ASH_COATED_OSMIUM,-2,907800,1.006068,-0.066421,0.446984,-3.5,
ASH_COATED_OSMIUM,-2,907900,-0.407754,-0.058965,0.449983,2.5,
ASH_COATED_OSMIUM,-2,908000,1.087425,-0.049603,0.44165,0.0,
ASH_COATED_OSMIUM,-2,908100,-0.763311,-0.040415,0.456443,3.0,
ASH_COATED_OSMIUM,-2,908200,1.128603,-0.027975,0.439927,2.5,
